Naslov,Spletna povezava,Dolžina,Datum,EksplicitnostOpis
Demon Slaying with Jayson Thibault,https://audioboom.com/posts/6793929,6506,"Sun, 27 Mar 2016 07:50:56 +0000",no,"Comedian Jayson Thibault (Punch drunk/all things comedy) joins the DTFH and we talk about comedy, freedom,  and battling the demon ALCOHOL.     This episode brought to you by http://www.squarespace.comSquarespace.com go to Squarespace.com and use offer code Duncan to get 10% off a brand new beautiful damn web site. "
Natasha Leggero,https://audioboom.com/posts/6793930,5202,"Mon, 21 Mar 2016 18:01:10 +0000",no,Comedian superstar Natasha Leggero joins the DTFH and we talk about politics and the present moment.   THIS EPISODE SPONSORED BY SQUARESPACE! Go to Squarespace.com and use offercode DUNCAN to get 10% off of your first order!!!!!! 
"Adam Eget in GHOSTS, CULTS and COMEDY",https://audioboom.com/posts/6793931,6142,"Thu, 10 Mar 2016 23:35:12 +0000",no,"Adam Eget, the talent coordinator of The Comedy Store, joins the DTFH and we talk about the insanity of being a talent coordinator, the ghosts of the comedy store, and the dangerous cult that Adam spent two and a half years in when he was a kid.   This episode brought to you by CASPER.COM go to CASPER.COM/Family hour and use offer code family hour to get $50 towards your brand new non-infected mattress. "
LAMA SURYA DAS,https://audioboom.com/posts/6793932,3414,"Fri, 04 Mar 2016 00:04:32 +0000",no,"Duncan is joined by Buddhist teacher and author LAMA SURYA DAS.  They talk about past lives, present lives, and Lama Surya Das teaches a simple way to access the monumental glory of the present moment. "
SAM TRIPOLI,https://audioboom.com/posts/6793933,5704,"Sat, 20 Feb 2016 01:14:04 +0000",no,"A revival style DTFH with a special song about ""the old judgement brain"" and a visit from our dear friend, comedian, SAM TRIPOLI.   THIS EPISODE BROUGHT TO YOU BY SQUARESPACE GO TO SQUARESPACE.COM AND USE OFFER CODE DUNCAN TO GET 10% OFF YOUR FIRST ORDER.  WHY AM I USING ALL UPPERCASE? BECAUSE I LOVE THEM. "
Hail Satan! with Lucien Greaves,https://audioboom.com/posts/6793934,6727,"Fri, 12 Feb 2016 21:30:25 +0000",no,"Lucian Greaves, the leader of the SATANIC TEMPLE, joins the DTFH and we talk about satanism and the importance of the separation of Church and State.   THE SATANIC TEMPLE LUCIEN ON TWITTER PETITION ON CHANGE.ORG  RAM DASS SPRING RETREAT "
GO with Aaron Frank from Singularity U.,https://audioboom.com/posts/6793935,6140,"Fri, 05 Feb 2016 20:56:28 +0000",no,Aaron Frank from Singularity University joins the DTFH to share the news of an incredible breakthrough from the Google AI department.  We also talk about the effects emerging technology may have on civilization and the concept of the singularity.   This episode brought to you by Squarespace.com go to Squarespace.com and use offer code DUNCAN to get 10% off of your first order 
MEDICINE SPACE with Aubrey Marcus,https://audioboom.com/posts/6793936,5012,"Thu, 28 Jan 2016 20:04:30 +0000",no,"A solar episode of the DTFH with Aubrey Marcus (aubreymarcus.com) we talk about selflessness, shamanism and the sun.   This episode brought to you by www.wearspase.com  Go to spase.com and use offer code duncan to get 10% your brand new beautiful mind-blasting t-shirt. "
DRIFTING SYMPATHY with EMIL AMOS,https://audioboom.com/posts/6793937,8384,"Wed, 20 Jan 2016 06:28:35 +0000",no,"A rambling and probably incorrect interpretation of some of Chogyam Trungpa's writing followed by a mattress commercial disguised as an episode of Forensic Files.  Duncan is joined by Emil Amos (Holy Sons, Grails, OM) and they talk about impermanence, David Bowie, and the dangers of reflecting the true self.   THIS EPISODE BROUGHT TO YOU BY CASPER.COM  go to CASPER.COM/familyhour and use offer code family hour to get $50 off of your brand new mattress. "
PETE HOLMES,https://audioboom.com/posts/6793938,5738,"Fri, 15 Jan 2016 20:16:38 +0000",no,"The Majestic Pete Holmes joins the DTFH and we talk about the concept of home, boobs, and enlightenment.   MUCH THANKS TO SQUARESPACE for sponsoring this episode.  You can go to squarespace.com and use offer code duncan to recieve 10% "
FEARLESS with Daniele Bolelli,https://audioboom.com/posts/6793939,4864,"Thu, 07 Jan 2016 20:43:36 +0000",no,"Philosopher, author and podcaster, Daniele Bolelli, returns to the DTFH to talk about his new book ""Not Afraid, on fear, heartbreak, raising a little girl, and cage fighting.""    Also Duncan announces his upcoming tour in a truly beautiful SONG. "
Zach Leary,https://audioboom.com/posts/6793940,3896,"Thu, 24 Dec 2015 19:57:52 +0000",no,"Zach Leary, It's All Happening Podcast, returns to the DTFH and we talk about growing up with Timothy Leary and merging the spiritual and psychedelic paths.   THIS EPISODE BROUGHT TO YOU BY SQUARESPACE.  GO TO SQUARESPACE.COM and use offer code DUNCAN to get 10% off your first order!! "
Raghu Markus LOVES EVERYONE,https://audioboom.com/posts/6793941,4932,"Tue, 15 Dec 2015 00:26:58 +0000",no,"Recorded at the Open Your Heart in Paradise retreat in Maui!  Raghu Markus (love serve remember, mindpodnetwork.com) joins the DTFH to talk about Neem Karoli Baba and universal love.   This episode is brought to you by CASPER.COM  go to casper.com/familyhour and use offer code family hour to get $5o off of your first mattress. "
Graham Hancock,https://audioboom.com/posts/6793942,4646,"Sat, 05 Dec 2015 00:21:35 +0000",no,"Graham Hancock, author of MAGICIANS OF THE GODS, returns to the DTFH to tell us what happened to the Giant Beaver and to talk about his amazing new book. This episode brought to you by WEARSPASE.COM     More information on Magicians of the Gods:     Grahams WEB SITE: http://grahamhancock.com/   upcoming events: http://grahamhancock.com/events/    facebook page : https://www.facebook.com/Author.GrahamHancock   Twitter: https://twitter.com/Graham__Hancock "
Jack Kornfield,https://audioboom.com/posts/6793943,4471,"Wed, 25 Nov 2015 00:48:19 +0000",no,"Buddhist teacher Jack Kornfield (A Path With Heart,  jackkornfield.com) returns to the DTFH and teaches Duncan about moving out of the cheapest room in the house.   THIS EPISODE BROUGHT TO YOU BY SQUARESPACE.COM  go to SQUARESPACE.COM and use offer code Duncan to receive 10% off of your first order. Also sponsored by Casper.com.  Want a great mattress? Go to Casper.com/familyhour to receive $50 off of your brand new bed. "
Kevin Johnson,https://audioboom.com/posts/6793944,7336,"Mon, 16 Nov 2015 23:41:14 +0000",no,"WE RETURN FROM HIATUS with Kevin Johnson, founder of zero gravity institute in Austin Texas, joins the DTFH to talk about the spiritual practice of floating.     This episode of the DTFH is brought to you by CASPER.COM go to CASPER.COM and use offer code family hour to get $50 towards your first mattress. We are also brought to you by the Zen Float company!  Go to the zenfloatco.com if you're interested in buying a float tank or finding a place to float near you, "
Aubrey Marcus,https://audioboom.com/posts/6793945,6534,"Mon, 26 Oct 2015 22:09:57 +0000",no,The great warrior poet Aubrey Marcus joins the DTFH to talk about a recent shamanic breakthrough as well as a great many other MIND BLOWING THINGS.   This Episode brought to you by the ZEN FLOAT COMPANY use offer code family hour to receive $50 off your float tank between now and the end of November. We are also brought to you by Squarespace.comSquarespace.com go to squarespace.com and use offer code duncan to receive 10% off of your first order. 
Michael Donovan,https://audioboom.com/posts/6793946,6042,"Tue, 20 Oct 2015 03:59:15 +0000",no,"Duncan is joined by photographer and podcaster, Michael Donovan.  WARNING- LONG ANTI WAR RANT!!! "
DEREK WATERS,https://audioboom.com/posts/6793947,6164,"Thu, 08 Oct 2015 03:05:46 +0000",no,"Duncan talks about how Bass Nectar changed his life and is joined by The creator of DRUNK HISTORY, Derek Waters. "
Brian Girgus,https://audioboom.com/posts/6793948,6844,"Fri, 02 Oct 2015 20:24:59 +0000",no,"Duncan is joined by his barber, Brian Girgus, from the New California Barber shop who tells him the story of a personal miracle.   this episode brought to you by squarespace.com use offer code duncan to get 10% off your first order "
Jim Woodring,https://audioboom.com/posts/6793949,4601,"Tue, 22 Sep 2015 22:23:18 +0000",no,"Duncan is joined by visionary artist and creator of the FRANK series JIM WOODRING  They talk about art, vedanta, meditation, and of course FRANK!   This episode brought to you by squarespace.com  go to squarespace and enter in offer code duncan to receive 10% off your first order. "
Radhanath Swami,https://audioboom.com/posts/6793950,7064,"Wed, 16 Sep 2015 15:23:06 +0000",no,"Duncan is joined by Radhanath Swami (The Journey Home: autobiography of an American Swami) and they talk about Bhakti Yoga, and what the Hare Krishna mantra means. This episode brought to you by CASPER.COM  go to CASPER.COM/FAMILYHOUR to receive $50 off your mattress purchase! "
Daniele Bolleli,https://audioboom.com/posts/6793951,5584,"Thu, 10 Sep 2015 06:27:48 +0000",no,"Daniele Bolelli (On The Warrior's Path, Drunken Taoist) joins the DTFH and we talk about gladiators and institutionalized human sacrifice!   This episode brought to you by SQUARESPACE.COM go to squarespace and use offer code duncan to recieve 10%off your first order! "
Mikey Kampmann,https://audioboom.com/posts/6793952,5608,"Sat, 29 Aug 2015 02:59:58 +0000",no,"World Explorer, Mikey Kampmann, tells of his wild, supernatural, adventures in the south pole. "
The many lives of TAIT FLETCHER,https://audioboom.com/posts/6793953,6269,"Wed, 26 Aug 2015 04:37:48 +0000",no,"Fighter, stuntman, actor, and entrepreneur, Tait Fletcher joins the DTFH and talks about his ascent from cat burglar to hero!   This episode brought to you by CASPER.COM  go to casper.com and use offer code FAMILY HOUR to get $50 off a great mattress. "
Dr. Drew And Fred Stoller,https://audioboom.com/posts/6793954,3794,"Tue, 18 Aug 2015 16:49:55 +0000",no,"Dr. Drew (Loveline, The Dr. Drew Show) and Comedian Fred Stoller (Everybody Loves Raymond, Maybe We'll have You Back) join the DTFH to talk about the deep existential questions that inevitable all humans must face!!   This episode brought to you by SQUARESPACE.COM  use offer code DUNCAN to receive 10% off of your first order. "
FLOATING with Shane Stott,https://audioboom.com/posts/6793955,5911,"Tue, 11 Aug 2015 16:28:41 +0000",no,"Duncan is joined by SHANE STOTT the founder of Zen Float Company and they talk about the history of floating and the many theories for the weird stuff that happens to you when you use a flotation tank.   This episode is brought to you by WARBY PARKER use offer code ""Family Hour"" to receive free shipping on your first order. "
Chris Ryan,https://audioboom.com/posts/6793956,7952,"Sat, 01 Aug 2015 01:36:15 +0000",no,"Dr. Chris Ryan (Sex At Dawn) joins Duncan to talk about, cats, parasites, human swarms, and his upcoming book ""Civilized To Death.""     This episode brought to you by HARRYS.COM  use offer code family hour to get $5 off your first order.http://chrisryanphd.com/tangentially-speaking/   Chris' Web Site Chris Ryan On Twitter   Chris' PODCAST "
ANDY KINDLER AND BERT KREISCHER,https://audioboom.com/posts/6793957,5456,"Mon, 27 Jul 2015 18:58:25 +0000",no,Two comedy legends join the DTFH at the 33rd JFL festival in Montreal!!! 
JASON LOUV in MAGICK CLASS,https://audioboom.com/posts/6793958,8503,"Fri, 17 Jul 2015 23:39:15 +0000",no,"Jason Louv, Ultraculture, magick.me, returns to the DTFH to teach Duncan about the secret arts!!   THIS EPISODE BROUGHT TO YOU BY CASPER.COM "
Marc Maron,https://audioboom.com/posts/6793959,4658,"Thu, 09 Jul 2015 23:13:29 +0000",no,A great chat with Marc Maron who just landed an interview with PRESIDENT OBAMA!!!    THIS EPISODE BROUGHT TO YOU BY SQUARESPACE.  Enter in offer code duncan to recieve 10% off your order. 
DUSTIN MARSHALL,https://audioboom.com/posts/6793960,5622,"Mon, 29 Jun 2015 17:50:18 +0000",no,"The CEO of Feral Audio, Dustin Marshall, joins the DTFH and we talk about the many strange forms of the guru, borderline personality disorder, and having the guts to tackle your mental problems. "
ZACH LEARY AND GAY DILLINGHAM,https://audioboom.com/posts/6793961,4881,"Thu, 18 Jun 2015 02:52:48 +0000",no,"Duncan, Zach Leary, and Gay Dillingham talk about the amazing Timothy Leary and the upcoming documentary, Dying To Know, which tells the tale of Ram Dass and Tim Leary's tumultuous and deeply loving friendship.   THIS EPISODE WAS BROUGHT TO YOU BY DATSUSARA go to DSGEAR.COM and enter in offer code family hour to get 5% off of your order! "
SHANE MAUSS in MAYBE,https://audioboom.com/posts/6793962,6823,"Fri, 12 Jun 2015 23:37:46 +0000",no,"Duncan does a long winded inspirational rant which he feels severe reservations about uploading and is joined by Shane Mauss who schools him on neurology, science and DMT. "
JOHNNY PEMBERTON IS GOD'S FATHER,https://audioboom.com/posts/6793963,5197,"Tue, 02 Jun 2015 17:56:51 +0000",no,"Duncan rants about a quantum physics experiment he barely understand and is joined by Johnny Pemberton (Twisting The Wind, Kevin, Spray Boy, The Craftsmen, 21 Jump Street) They talk about the perfect high school, Magic, and the NSA "
Abby Martin LIVE from the Arlington Drafthouse,https://audioboom.com/posts/6793964,8944,"Tue, 26 May 2015 21:24:10 +0000",no,"Journalist and artist Abby Martin (Breaking The Set, Media Roots) joins Duncan at the Arlington Draft House to talk about Putin, Jesus, and LSD among other things. "
